official_parcel_id,pin14,total_permits,residential_growth_permits,commercial_activity_permits,redevelopment_signal_permits,demolition_permits,high_value_permits,major_value_permits,total_permit_amount,first_permit_date,latest_permit_date,active_year_count,dominant_permit_segment,dominant_growth_signal,permit_signal_score_max,permit_signal_score_avg,current_activity_status
CFS-PARCEL-0149749201,55078785890000,6,3,3,0,0,1,1,1665829.26,2011-08-02,2023-12-29,3,commercial_activity,major_growth,100.0,77.33,completed_historical
CFS-PARCEL-0149726098,45893699570000,6,1,3,0,0,5,1,1602000.0,2017-10-20,2022-04-13,4,commercial_activity,major_growth,100.0,69.33,active_construction
CFS-PARCEL-0149759983,55093235030000,6,2,1,0,0,1,1,1480520.0,2013-12-12,2023-04-19,4,residential_growth,major_growth,100.0,51.33,recently_issued
CFS-PARCEL-0149811826,56227807710000,6,2,1,0,2,1,1,1336587.0,2016-05-31,2025-08-05,3,residential_growth,major_growth,100.0,60.67,completed_historical
CFS-PARCEL-0149811827,56227807710000,6,2,1,0,2,1,1,1336587.0,2016-05-31,2025-08-05,3,residential_growth,major_growth,100.0,60.67,completed_historical
CFS-PARCEL-0149742581,46938699660000,6,2,3,0,0,2,0,394000.0,2003-10-01,2024-06-12,4,commercial_activity,major_growth,100.0,72.67,active_construction
CFS-PARCEL-0149736483,46807111200000,5,1,3,0,0,4,2,14433700.0,2022-10-07,2024-07-10,3,commercial_activity,major_growth,100.0,77.6,active_construction
CFS-PARCEL-0149727673,45991072900000,5,0,4,1,0,4,3,5441059.0,2023-09-13,2024-10-14,2,commercial_activity,major_growth,100.0,96.6,active_construction
CFS-PARCEL-0149755645,55071552170000,5,4,1,0,0,4,4,4499988.0,2022-03-14,2023-03-03,2,residential_growth,major_growth,100.0,92.8,active_construction
CFS-PARCEL-0149728572,45990412850000,5,3,1,1,0,2,2,3989357.0,2008-07-01,2023-11-22,4,residential_growth,major_growth,100.0,78.6,recently_issued
CFS-PARCEL-0149785429,56022090450000,5,1,3,1,0,3,3,3902429.0,2004-05-01,2023-09-28,3,commercial_activity,major_growth,100.0,85.0,active_construction
CFS-PARCEL-0149784145,56011213410000,5,4,1,0,0,2,2,2627390.0,2013-10-22,2024-05-16,4,residential_growth,major_growth,100.0,82.0,active_construction
CFS-PARCEL-0149725909,45893541870000,5,2,3,0,0,2,2,2247795.0,2020-03-24,2023-02-03,3,commercial_activity,moderate_activity,100.0,80.4,active_construction
CFS-PARCEL-0149812617,56205135660000,5,2,2,0,1,4,1,1935860.0,2010-08-20,2025-11-24,5,commercial_activity,major_growth,100.0,88.4,completed_historical
CFS-PARCEL-0149820975,56343014490000,5,3,2,0,0,2,2,1802700.0,2022-08-03,2023-02-16,2,residential_growth,major_growth,100.0,82.4,active_construction
CFS-PARCEL-0149813736,56208883110000,5,1,1,2,0,1,1,1650000.0,2017-04-24,2025-11-14,2,redevelopment_signal,major_growth,100.0,66.0,completed_historical
CFS-PARCEL-0149807174,56211919290000,5,2,1,0,2,1,1,1589192.0,2017-08-15,2024-10-22,3,residential_growth,major_growth,100.0,74.0,active_construction
CFS-PARCEL-0149738925,46815970340000,5,3,2,0,0,3,2,1548640.0,2024-02-09,2025-02-10,2,residential_growth,major_growth,100.0,88.0,completed_historical
CFS-PARCEL-0149801947,56146041320000,5,3,2,0,0,2,2,1500000.0,2007-05-01,2024-02-19,3,residential_growth,major_growth,100.0,80.0,completed_historical
CFS-PARCEL-0149726592,45892738320000,5,0,5,0,0,3,2,1452130.0,2024-07-15,2025-03-26,2,commercial_activity,major_growth,100.0,85.6,completed_historical
CFS-PARCEL-0149784507,56018201550000,5,1,4,0,0,3,2,1414956.0,2004-09-01,2025-05-09,3,commercial_activity,major_growth,100.0,87.2,active_construction
CFS-PARCEL-0149758945,55196068140000,5,1,1,1,0,1,1,1396147.0,2022-02-25,2024-06-05,3,residential_growth,major_growth,100.0,59.8,active_construction
CFS-PARCEL-0149811918,56226990100000,5,2,3,0,0,2,1,1197525.0,2007-06-01,2024-01-18,5,commercial_activity,major_growth,100.0,82.8,active_construction
CFS-PARCEL-0149756871,55079129130000,5,1,2,2,0,1,1,981598.0,2016-03-30,2024-11-06,3,commercial_activity,moderate_activity,100.0,74.0,completed_historical
CFS-PARCEL-0149807353,56212645600000,5,0,4,0,1,1,1,968000.0,2021-08-19,2025-05-02,4,commercial_activity,moderate_activity,100.0,73.2,completed_historical
CFS-PARCEL-0149807354,56212645600000,5,0,4,0,1,1,1,968000.0,2021-08-19,2025-05-02,4,commercial_activity,moderate_activity,100.0,73.2,completed_historical
CFS-PARCEL-0149735077,46729496990000,5,1,1,2,0,1,1,827500.0,2015-08-18,2024-09-23,4,redevelopment_signal,redevelopment_signal,100.0,68.4,active_construction
CFS-PARCEL-0149726692,45895786840000,5,0,4,0,0,3,0,824600.0,2021-12-01,2023-10-25,3,commercial_activity,major_growth,100.0,77.6,active_construction
CFS-PARCEL-0149747964,55073524560000,5,1,1,1,0,2,1,648323.0,2010-06-15,2024-06-20,4,commercial_activity,major_growth,100.0,60.2,active_construction
CFS-PARCEL-0149783889,56012005780000,5,2,3,0,0,1,1,593723.0,2007-05-01,2025-12-10,4,commercial_activity,major_growth,100.0,74.4,completed_historical
CFS-PARCEL-0149783890,56012005780000,5,2,3,0,0,1,1,593723.0,2007-05-01,2025-12-10,4,commercial_activity,major_growth,100.0,74.4,completed_historical
CFS-PARCEL-0149806573,56209844170000,5,2,2,0,1,2,0,547778.0,2010-02-17,2024-09-16,2,commercial_activity,major_growth,100.0,82.0,active_construction
CFS-PARCEL-0149802689,56145274800000,5,3,2,0,0,2,0,366272.0,2009-05-01,2025-03-25,3,residential_growth,major_growth,100.0,80.4,active_construction
CFS-PARCEL-0149792285,56119403000000,5,1,2,0,0,1,0,273656.0,2008-10-01,2023-04-20,4,commercial_activity,major_growth,100.0,56.4,active_construction
CFS-PARCEL-0149812216,56227676490000,5,1,3,1,0,1,0,256832.0,2003-11-01,2024-11-27,3,commercial_activity,major_growth,100.0,76.2,active_construction
CFS-PARCEL-0149748109,55077549390000,5,2,2,0,0,1,0,133941.15,2022-08-15,2024-02-01,3,commercial_activity,major_growth,100.0,69.6,active_construction
CFS-PARCEL-0149808700,56213479710000,5,2,2,0,1,1,0,121000.0,2004-10-01,2023-02-08,4,commercial_activity,major_growth,100.0,75.2,active_construction
CFS-PARCEL-0149740385,46900638270000,4,3,1,0,0,2,2,15993408.0,2022-03-17,2023-07-26,2,residential_growth,major_growth,100.0,88.5,active_construction
CFS-PARCEL-0149747274,55073471040000,4,1,3,0,0,1,1,9866847.0,2024-04-30,2025-10-27,2,commercial_activity,moderate_activity,100.0,76.0,completed_historical
CFS-PARCEL-0149784533,56016676830000,4,2,2,0,0,2,1,9234272.0,2023-09-14,2024-10-03,2,residential_growth,major_growth,100.0,84.0,active_construction
CFS-PARCEL-0149744707,55060459120000,4,3,1,0,0,2,2,8783921.0,2024-10-14,2025-08-28,2,residential_growth,major_growth,100.0,89.5,active_construction
CFS-PARCEL-0149816939,56240099420000,4,3,1,0,0,2,2,5727900.0,2024-11-06,2025-06-27,2,residential_growth,major_growth,100.0,87.5,active_construction
CFS-PARCEL-0149782505,55442997800000,4,1,1,1,1,1,1,5256134.0,2021-12-14,2025-12-01,3,residential_growth,redevelopment_signal,100.0,77.75,active_construction
CFS-PARCEL-0149726858,45899395810000,4,1,3,0,0,2,2,3852022.0,2012-02-08,2025-10-01,3,commercial_activity,major_growth,100.0,84.0,completed_historical
CFS-PARCEL-0149784582,56018411690000,4,0,3,1,0,3,2,3443972.82,2021-02-06,2024-11-26,4,commercial_activity,major_growth,100.0,88.25,active_construction
CFS-PARCEL-0149824887,56606595780000,4,1,3,0,0,3,3,3287198.0,2004-06-01,2025-05-16,3,commercial_activity,major_growth,100.0,91.0,active_construction
CFS-PARCEL-0149824888,56606595780000,4,1,3,0,0,3,3,3287198.0,2004-06-01,2025-05-16,3,commercial_activity,major_growth,100.0,91.0,active_construction
CFS-PARCEL-0149755529,55070379700000,4,3,1,0,0,4,1,2303441.0,2023-03-17,2025-06-06,2,residential_growth,major_growth,100.0,100.0,active_construction
CFS-PARCEL-0149808012,56214522960000,4,2,1,0,0,2,1,2123998.0,2009-11-01,2025-12-15,3,residential_growth,major_growth,100.0,69.0,completed_historical
CFS-PARCEL-0149751411,55092178890000,4,2,1,1,0,3,1,2099347.0,2025-11-07,2025-12-10,1,residential_growth,major_growth,100.0,92.25,active_construction
CFS-PARCEL-0149792305,56010198200000,4,1,3,0,0,2,1,2079420.0,2007-12-01,2024-05-23,3,commercial_activity,major_growth,100.0,85.0,active_construction
CFS-PARCEL-0149796186,56128249940000,4,2,2,0,0,3,1,2054710.0,2008-11-01,2025-05-21,3,commercial_activity,major_growth,100.0,86.5,completed_historical
CFS-PARCEL-0149749476,55079631960000,4,1,3,0,0,2,1,1624592.0,2018-08-27,2024-02-26,3,commercial_activity,major_growth,100.0,80.0,active_construction
CFS-PARCEL-0149727531,45979346770000,4,2,1,0,0,2,1,1566000.0,2007-02-01,2025-10-22,3,residential_growth,major_growth,100.0,68.0,active_construction
CFS-PARCEL-0149802064,56146001440000,4,0,4,0,0,3,1,1426800.0,2023-04-13,2024-01-11,2,commercial_activity,major_growth,100.0,91.0,recently_issued
CFS-PARCEL-0149811754,56225213390000,4,2,2,0,0,2,1,1357500.0,2009-09-01,2025-11-21,3,commercial_activity,major_growth,100.0,80.5,active_construction
CFS-PARCEL-0149803330,56200375330000,4,0,4,0,0,2,1,1333050.0,2016-05-13,2025-02-19,2,commercial_activity,major_growth,100.0,81.0,active_construction
CFS-PARCEL-0149726611,45899218700000,4,0,3,0,0,2,2,1240000.0,2011-12-16,2025-09-09,2,commercial_activity,major_growth,100.0,74.5,completed_historical
CFS-PARCEL-0149770666,55391235620000,4,3,1,0,0,2,1,957321.0,2023-11-08,2025-08-12,2,residential_growth,major_growth,100.0,88.5,active_construction
CFS-PARCEL-0149808025,56211940950000,4,1,2,0,1,1,1,669595.0,2016-02-05,2024-09-12,2,commercial_activity,moderate_activity,100.0,78.5,active_construction
CFS-PARCEL-0149802396,56201325610000,4,1,1,2,0,2,1,655529.0,2013-10-25,2025-09-22,3,redevelopment_signal,major_growth,100.0,81.5,completed_historical
CFS-PARCEL-0149802397,56201333330000,4,1,2,0,0,1,1,642023.0,2012-09-24,2025-02-04,4,commercial_activity,major_growth,100.0,61.0,completed_historical
CFS-PARCEL-0149790029,56105928110000,4,2,1,0,0,1,1,641744.0,2021-07-08,2024-06-24,3,residential_growth,moderate_activity,100.0,68.5,active_construction
CFS-PARCEL-0149800803,56138555620000,4,0,1,1,1,1,1,615000.0,2020-05-29,2024-08-14,3,commercial_activity,redevelopment_signal,100.0,62.25,active_construction
CFS-PARCEL-0149800804,56138555620000,4,0,1,1,1,1,1,615000.0,2020-05-29,2024-08-14,3,commercial_activity,redevelopment_signal,100.0,62.25,active_construction
CFS-PARCEL-0149726811,45898410220000,4,1,2,0,0,1,1,530678.0,2007-01-01,2022-08-08,2,commercial_activity,major_growth,100.0,63.0,active_construction
CFS-PARCEL-0149808245,56214155530000,4,1,2,0,0,1,0,452000.0,2013-05-21,2022-03-07,4,commercial_activity,major_growth,100.0,59.5,active_construction
CFS-PARCEL-0149754734,55170318120000,4,3,1,0,0,2,0,446245.0,2023-07-03,2024-06-10,2,residential_growth,major_growth,100.0,90.5,active_construction
CFS-PARCEL-0149772189,55397351590000,4,2,2,0,0,1,0,430308.0,2010-10-06,2025-09-11,4,commercial_activity,major_growth,100.0,76.0,active_construction
CFS-PARCEL-0149747061,55072249870000,4,2,1,1,0,1,0,373300.0,2014-06-19,2024-09-06,3,residential_growth,major_growth,100.0,81.25,active_construction
CFS-PARCEL-0149810546,56220382740000,4,2,2,0,0,1,0,362800.0,2009-03-01,2022-05-05,3,commercial_activity,major_growth,100.0,74.5,active_construction
CFS-PARCEL-0149811913,56227730690000,4,0,1,1,0,1,0,306000.0,2019-01-17,2024-09-19,3,commercial_activity,major_growth,100.0,53.25,active_construction
CFS-PARCEL-0149802334,56200361840000,4,1,3,0,0,1,0,247025.0,2006-11-01,2023-06-02,3,commercial_activity,major_growth,100.0,78.0,active_construction
CFS-PARCEL-0149806812,56209706190000,4,0,2,1,0,1,0,210454.0,2020-10-09,2025-12-19,2,commercial_activity,major_growth,100.0,66.75,active_construction
CFS-PARCEL-0149811469,56222958750000,4,2,1,0,0,1,0,158093.0,2022-08-02,2024-03-27,3,residential_growth,major_growth,100.0,66.5,active_construction
CFS-PARCEL-0149747847,55074690990000,4,2,1,1,0,1,0,151395.0,2008-03-01,2022-05-05,4,residential_growth,major_growth,100.0,74.25,active_construction
CFS-PARCEL-0149727768,45993862310000,3,1,1,0,0,1,1,16229175.0,2023-01-18,2023-12-21,1,residential_growth,major_growth,100.0,58.67,completed_historical
CFS-PARCEL-0149806113,56206805220000,3,1,1,0,0,3,1,4341130.0,2018-08-07,2025-09-17,2,commercial_activity,major_growth,100.0,75.33,active_construction
CFS-PARCEL-0149784414,56017445130000,3,1,2,0,0,2,1,4119451.0,2024-10-03,2025-07-17,2,commercial_activity,major_growth,100.0,94.67,active_construction
CFS-PARCEL-0149784454,56017445130000,3,1,2,0,0,2,1,4119451.0,2024-10-03,2025-07-17,2,commercial_activity,major_growth,100.0,94.67,active_construction
CFS-PARCEL-0149784455,56017445130000,3,1,2,0,0,2,1,4119451.0,2024-10-03,2025-07-17,2,commercial_activity,major_growth,100.0,94.67,active_construction
CFS-PARCEL-0149807852,56210881430000,3,1,2,0,0,1,1,3285500.0,2023-02-16,2025-06-05,2,commercial_activity,moderate_activity,100.0,78.67,completed_historical
CFS-PARCEL-0149755115,55171788120000,3,2,1,0,0,3,3,2878376.14,2023-08-07,2024-09-23,2,residential_growth,major_growth,100.0,100.0,active_construction
CFS-PARCEL-0149790987,56106124810000,3,1,2,0,0,2,2,2862002.0,2017-07-14,2024-09-05,2,commercial_activity,major_growth,100.0,90.67,active_construction
CFS-PARCEL-0149749166,55079548210000,3,2,1,0,0,1,1,2843900.0,2022-07-14,2023-11-17,2,residential_growth,major_growth,100.0,84.67,active_construction
CFS-PARCEL-0149752006,55094332610000,3,1,1,0,0,3,1,2645000.0,2021-06-18,2024-08-05,2,commercial_activity,major_growth,100.0,70.67,active_construction
CFS-PARCEL-0149810744,56221281600000,3,0,2,1,0,1,1,1589050.0,2016-01-20,2023-02-10,3,commercial_activity,major_growth,100.0,81.67,active_construction
CFS-PARCEL-0149744531,55061229820000,3,1,2,0,0,1,1,1381525.0,2022-12-15,2024-07-09,3,commercial_activity,moderate_activity,100.0,86.67,active_construction
CFS-PARCEL-0149811795,56227661930000,3,1,2,0,0,1,1,1139456.0,2025-10-27,2025-12-19,1,commercial_activity,moderate_activity,100.0,86.67,active_construction
CFS-PARCEL-0149799886,56136902110001,3,0,3,0,0,3,0,1054660.48,2022-07-27,2025-12-12,3,commercial_activity,major_growth,100.0,98.67,active_construction
CFS-PARCEL-0149740659,46905050940000,3,0,2,1,0,1,1,1024000.0,2024-07-12,2025-02-11,2,commercial_activity,major_growth,100.0,81.0,completed_historical
CFS-PARCEL-0149793282,56119474400000,3,0,3,0,0,1,1,998956.0,2011-04-25,2023-07-24,2,commercial_activity,moderate_activity,100.0,78.0,active_construction
CFS-PARCEL-0149726465,45891799610000,3,0,3,0,0,3,0,935000.0,2024-10-23,2025-12-05,2,commercial_activity,major_growth,100.0,97.33,active_construction
CFS-PARCEL-0149799434,56135977980000,3,0,3,0,0,2,0,816000.0,2022-07-27,2022-11-07,1,commercial_activity,major_growth,100.0,87.33,active_construction
CFS-PARCEL-0149739283,46814784290000,3,2,1,0,0,2,1,810668.0,2025-02-19,2025-09-12,1,residential_growth,major_growth,100.0,89.33,active_construction
CFS-PARCEL-0149728453,45985566270000,3,0,3,0,0,1,1,766500.0,2019-11-18,2025-04-30,2,commercial_activity,moderate_activity,100.0,78.67,completed_historical
CFS-PARCEL-0149815912,56215292070000,3,1,2,0,0,1,1,704100.0,2019-09-26,2025-02-06,3,commercial_activity,moderate_activity,100.0,78.67,completed_historical
CFS-PARCEL-0149803303,56203572190000,3,0,3,0,0,2,1,700042.0,2020-09-21,2025-09-22,2,commercial_activity,major_growth,100.0,84.67,active_construction
CFS-PARCEL-0149812369,56230153360000,3,0,2,1,0,1,1,625471.0,2024-05-30,2025-09-24,2,commercial_activity,major_growth,100.0,78.33,completed_historical
CFS-PARCEL-0149787169,56036881110000,3,0,2,0,1,1,1,585713.0,2023-10-09,2025-06-04,3,commercial_activity,major_growth,100.0,80.0,recently_issued
CFS-PARCEL-0149774733,55469174100000,3,1,1,1,0,1,1,553000.0,2021-03-23,2022-06-22,2,residential_growth,major_growth,100.0,77.67,no_recent_activity
CFS-PARCEL-0149809134,56216145630000,3,0,2,0,0,2,0,422000.0,2020-09-17,2025-07-15,2,commercial_activity,major_growth,100.0,72.67,active_construction
CFS-PARCEL-0149726754,45899365650000,3,0,2,1,0,2,0,420000.0,2015-02-25,2024-08-21,3,commercial_activity,major_growth,100.0,85.0,active_construction
CFS-PARCEL-0149785893,56019997360000,3,1,2,0,0,2,0,403000.0,2022-03-21,2024-03-18,2,commercial_activity,major_growth,100.0,91.33,active_construction
CFS-PARCEL-0149807578,56209851640000,3,0,2,0,1,1,0,394351.0,2022-09-19,2023-07-06,2,commercial_activity,major_growth,100.0,80.0,active_construction
CFS-PARCEL-0149749104,55078691150000,3,0,3,0,0,1,0,373600.0,2023-10-30,2024-10-09,2,commercial_activity,moderate_activity,100.0,82.67,active_construction
CFS-PARCEL-0149791152,56115055240000,3,1,1,0,1,1,0,305669.0,2020-06-29,2022-04-29,3,residential_growth,major_growth,100.0,72.0,active_construction
CFS-PARCEL-0149736037,45990218690000,3,1,2,0,0,1,0,290335.0,2004-09-01,2024-08-07,2,commercial_activity,major_growth,100.0,80.0,active_construction
CFS-PARCEL-0149740594,46904429800000,3,1,2,0,0,2,0,270000.0,2024-03-05,2024-03-20,1,commercial_activity,major_growth,100.0,94.0,active_construction
CFS-PARCEL-0149740595,46904429800000,3,1,2,0,0,2,0,270000.0,2024-03-05,2024-03-20,1,commercial_activity,major_growth,100.0,94.0,active_construction
CFS-PARCEL-0149816359,56216182150000,3,0,1,2,0,1,0,239000.0,2025-03-27,2025-10-17,1,redevelopment_signal,redevelopment_signal,100.0,78.0,active_construction
CFS-PARCEL-0149818416,56302943640000,3,1,1,0,1,1,0,210000.0,2010-02-26,2023-05-18,3,commercial_activity,major_growth,100.0,83.33,active_construction
CFS-PARCEL-0149823697,56437011730000,3,1,1,0,0,2,0,206000.0,2014-06-30,2022-07-15,2,residential_growth,major_growth,100.0,62.67,active_construction
CFS-PARCEL-0149808258,56135951330000,3,1,2,0,0,1,0,179353.0,2018-02-21,2023-06-05,2,commercial_activity,moderate_activity,100.0,74.0,active_construction
CFS-PARCEL-0149785398,56019934910000,3,2,1,0,0,1,0,143680.0,2022-10-27,2023-06-06,2,residential_growth,moderate_activity,100.0,80.67,active_construction
CFS-PARCEL-0149727286,45993028480000,2,1,1,0,0,2,2,17594274.0,2023-05-15,2023-08-02,1,commercial_activity,major_growth,100.0,100.0,active_construction
CFS-PARCEL-0149727347,45990147840000,2,1,1,0,0,1,1,7580000.0,2025-06-30,2025-10-29,1,residential_growth,major_growth,100.0,90.0,recently_issued
CFS-PARCEL-0149811894,56228617750000,2,1,1,0,0,1,1,3999996.0,2025-06-09,2025-10-16,1,residential_growth,major_growth,100.0,84.0,active_construction
CFS-PARCEL-0149811922,56228617750000,2,1,1,0,0,1,1,3999996.0,2025-06-09,2025-10-16,1,residential_growth,major_growth,100.0,84.0,active_construction
CFS-PARCEL-0149804310,56205794830000,2,0,1,0,0,1,1,3885956.0,2019-10-29,2025-07-15,2,commercial_activity,major_growth,100.0,64.0,active_construction
CFS-PARCEL-0149742079,46918717750000,2,1,1,0,0,1,1,3429237.0,2025-03-06,2025-04-10,1,residential_growth,major_growth,100.0,85.0,active_construction
CFS-PARCEL-0149792745,56116909370000,2,1,1,0,0,1,1,2104164.0,2025-06-19,2025-06-20,1,residential_growth,major_growth,100.0,84.0,active_construction
CFS-PARCEL-0149736036,45990187430000,2,1,1,0,0,1,1,1745500.0,2022-02-17,2022-11-09,1,residential_growth,major_growth,100.0,88.0,no_recent_activity
CFS-PARCEL-0149741973,46919873690000,2,1,1,0,0,2,2,1680000.0,2024-05-09,2024-05-14,1,commercial_activity,major_growth,100.0,100.0,completed_historical
CFS-PARCEL-0149747842,55074526360000,2,1,1,0,0,1,1,1557828.24,2024-09-18,2025-04-16,2,residential_growth,major_growth,100.0,88.0,completed_historical
CFS-PARCEL-0149800557,56139416910000,2,1,1,0,0,1,1,837052.0,2023-07-19,2024-09-17,2,residential_growth,major_growth,100.0,86.0,recently_issued
CFS-PARCEL-0149784581,56018339570000,2,1,1,0,0,2,0,525123.0,2023-07-10,2023-09-06,1,residential_growth,major_growth,100.0,98.0,active_construction
CFS-PARCEL-0149741842,46919891520000,2,1,1,0,0,1,0,496500.0,2024-03-12,2024-07-22,1,residential_growth,major_growth,100.0,88.0,active_construction
CFS-PARCEL-0149726989,45895596700000,2,0,2,0,0,1,0,463483.0,2023-09-06,2023-10-24,1,commercial_activity,major_growth,100.0,86.0,active_construction
CFS-PARCEL-0149726990,45895596700000,2,0,2,0,0,1,0,463483.0,2023-09-06,2023-10-24,1,commercial_activity,major_growth,100.0,86.0,active_construction
CFS-PARCEL-0149727064,45981984310000,2,1,1,0,0,1,0,335415.0,2011-11-16,2024-02-27,2,commercial_activity,major_growth,100.0,87.0,active_construction
CFS-PARCEL-0149727065,45981984310000,2,1,1,0,0,1,0,335415.0,2011-11-16,2024-02-27,2,commercial_activity,major_growth,100.0,87.0,active_construction
CFS-PARCEL-0149741258,46900927780000,2,0,2,0,0,2,0,222694.0,2025-03-27,2025-03-27,1,commercial_activity,major_growth,100.0,96.0,active_construction
CFS-PARCEL-0149742584,46932651010000,2,0,1,1,0,1,0,176000.0,2023-07-13,2023-10-17,1,commercial_activity,major_growth,100.0,91.5,active_construction
CFS-PARCEL-0149726699,45898914030000,1,0,1,0,0,1,1,4108676.0,2024-06-25,2024-06-25,1,commercial_activity,major_growth,100.0,100.0,recently_issued
CFS-PARCEL-0149727408,45981860890000,1,0,1,0,0,1,1,3990000.0,2025-11-25,2025-11-25,1,commercial_activity,major_growth,100.0,100.0,active_construction
CFS-PARCEL-0149794579,56127162320000,1,0,1,0,0,1,1,1025000.0,2023-11-07,2023-11-07,1,commercial_activity,major_growth,100.0,100.0,recently_issued
CFS-PARCEL-0149747650,55072650120000,1,0,1,0,0,1,1,725000.0,2025-06-20,2025-06-20,1,commercial_activity,major_growth,100.0,100.0,recently_issued
CFS-PARCEL-0149804832,56129489480000,1,0,1,0,0,1,1,705612.0,2023-03-03,2023-03-03,1,commercial_activity,major_growth,100.0,100.0,recently_issued
CFS-PARCEL-0149725711,45892860110000,1,0,1,0,0,1,1,641000.0,2025-12-08,2025-12-08,1,commercial_activity,major_growth,100.0,100.0,active_construction
CFS-PARCEL-0149756891,55079686500000,1,0,1,0,0,1,1,640500.0,2024-11-25,2024-11-25,1,commercial_activity,major_growth,100.0,100.0,active_construction
CFS-PARCEL-0149808192,56213882180003,1,0,1,0,0,1,0,255389.0,2024-12-20,2024-12-20,1,commercial_activity,major_growth,100.0,100.0,active_construction
CFS-PARCEL-0149758515,55188010690000,1,0,1,0,0,1,0,147000.0,2023-07-10,2023-07-10,1,commercial_activity,major_growth,100.0,100.0,active_construction
CFS-PARCEL-0149792736,56118354620000,1,0,1,0,0,1,0,128300.0,2022-11-28,2022-11-28,1,commercial_activity,major_growth,100.0,100.0,active_construction
CFS-PARCEL-0149804088,56205411590000,1,0,1,0,0,1,0,120000.0,2023-08-08,2023-08-08,1,commercial_activity,major_growth,100.0,100.0,active_construction
CFS-PARCEL-0149826767,56315314300000,1,0,1,0,0,1,0,107000.0,2024-03-26,2024-03-26,1,commercial_activity,major_growth,100.0,100.0,active_construction
CFS-PARCEL-0149826786,56316446880000,1,0,1,0,0,1,0,107000.0,2024-03-25,2024-03-25,1,commercial_activity,major_growth,100.0,100.0,active_construction
CFS-PARCEL-0149749255,55078850340000,15,3,7,2,1,3,0,770104.0,2006-03-01,2024-05-06,9,commercial_activity,moderate_activity,98.0,67.73,completed_historical
CFS-PARCEL-0149734102,46803214760000,14,6,1,3,0,2,1,1117278.0,2008-05-01,2025-04-10,8,residential_growth,major_growth,98.0,59.36,completed_historical
CFS-PARCEL-0149781856,56001813430000,8,2,1,1,0,2,0,380300.0,2003-07-01,2024-04-04,4,administrative_or_unknown,major_growth,98.0,48.88,completed_historical
CFS-PARCEL-0149736835,46705588120000,55,15,22,8,1,12,2,3754318.1,2009-08-01,2025-01-16,14,commercial_activity,major_growth,96.0,61.35,completed_historical
CFS-PARCEL-0149773228,55435780680000,45,19,8,1,8,18,11,20566707.72,2010-06-15,2021-10-14,11,residential_growth,major_growth,96.0,65.71,no_recent_activity
CFS-PARCEL-0149781836,56003687430000,42,37,3,0,0,22,19,24143540.0,2015-04-02,2016-09-09,2,residential_growth,major_growth,96.0,81.81,no_recent_activity
CFS-PARCEL-0149749102,55078596960000,40,9,11,5,1,14,5,9904118.81,2017-02-22,2025-12-12,8,commercial_activity,major_growth,96.0,57.33,active_construction
CFS-PARCEL-0149741775,46919268030000,39,34,1,0,0,11,9,13574065.0,2018-06-04,2021-01-06,3,residential_growth,major_growth,96.0,70.41,no_recent_activity
CFS-PARCEL-0149751728,55092173920000,32,17,2,0,0,17,15,27707210.0,2021-05-28,2022-07-15,2,residential_growth,major_growth,96.0,66.25,no_recent_activity
CFS-PARCEL-0149751729,55092173920000,32,17,2,0,0,17,15,27707210.0,2021-05-28,2022-07-15,2,residential_growth,major_growth,96.0,66.25,no_recent_activity
CFS-PARCEL-0149783785,56010286760000,30,5,16,4,0,9,2,2553350.0,2017-08-16,2024-05-14,4,commercial_activity,moderate_activity,96.0,63.6,active_construction
CFS-PARCEL-0149736197,46810179110000,29,13,8,2,2,5,1,2415548.0,2007-08-01,2025-11-21,15,residential_growth,major_growth,96.0,63.66,recently_issued
CFS-PARCEL-0149726376,45894448210000,29,12,1,8,0,2,1,1178560.0,2007-01-01,2024-01-18,13,residential_growth,major_growth,96.0,53.1,recently_issued
CFS-PARCEL-0149726377,45894448210000,29,12,1,8,0,2,1,1178560.0,2007-01-01,2024-01-18,13,residential_growth,major_growth,96.0,53.1,recently_issued
CFS-PARCEL-0149791512,56114740970000,28,2,1,1,0,1,1,2212000.0,2003-05-01,2018-10-04,2,administrative_or_unknown,unknown,96.0,17.32,no_recent_activity
CFS-PARCEL-0149748819,55077567190000,26,8,10,2,3,7,2,4445486.0,2007-05-01,2019-11-05,9,commercial_activity,major_growth,96.0,65.46,no_recent_activity
CFS-PARCEL-0149782758,56005991350000,25,20,1,0,0,16,13,17938749.0,2016-08-05,2018-01-24,3,residential_growth,major_growth,96.0,77.04,no_recent_activity
CFS-PARCEL-0149726720,45896543610000,24,10,9,1,2,2,1,1221736.0,2006-09-01,2025-06-19,13,residential_growth,major_growth,96.0,65.13,active_construction
CFS-PARCEL-0149726721,45896543610000,24,10,9,1,2,2,1,1221736.0,2006-09-01,2025-06-19,13,residential_growth,major_growth,96.0,65.13,active_construction
CFS-PARCEL-0149785588,56023939950000,23,17,1,2,0,15,11,15505546.0,2014-06-12,2024-09-18,6,residential_growth,major_growth,96.0,77.65,active_construction
CFS-PARCEL-0149752049,55095307260000,23,16,2,0,0,14,12,15085500.0,2016-06-01,2018-05-09,3,residential_growth,major_growth,96.0,72.26,no_recent_activity
